date,comment
2020. 1. 10.,"유니클로는 버블  겪으며 옷이나 잡화에 쓸 돈이 없는 소비층을 대상으로
예쁜 것과 상관 없이 창고에서 쌓아놓고파는 그냥 옷이다
일본에서 유니클로를 입는 다는 건 돈이 없어 패션에 신경 안쓴다는 뜻;;
근데 그걸 뭐 대단한 브랜드 옷인것마냥 빠는 것보면.."
2020. 1. 10.,"난 티비광고에서 미국애들이 눈밭에서 겨울옷입고 놀길래 저 허접하고 촌스러운 옷 유니클로꺼냐  비웃으며 보았더만
아이폰광고네 ㅋㅋㅋㅋ
미안~"
2020. 1. 10.,디자인도 이쁘지않은데 왜 입는지 모르겠음
2020. 1. 10.,일본의 모든것을 철수하게 만들자
2020. 1. 10.,일본 전범기업들 유니클로가 한국에서 사라지는 그날까지!
2020. 1. 10.,"아직까지 정신 못차린
매국노가 있다니 자다가 뒤질 친일"
2020. 1. 10.,"존재하는 친일잔당들과 쓰레기언론의 합작에도 꿋꿋하게 NO🇯🇵
80년전의 일 잊은적없고 100년지나도 잊지않겠다. 피똥싸기전에 빨리챙겨서 섬나라로 돌아가길..."
2020. 1. 10.,일본부품들어간 삼성폰은 불매 대상인가요?  아님 써도 되나요? 일본불매는 선택적 불매면 모하러 하나요?  저기 일하는 유니클로 직원들 사장은 한국 사람인데 쿠팡은 일본 투자자가 들어갔는데 불매대상인가요?  JTBC는 일본 투자자 지분이 더 높다는데 불매안하나요?
2020. 1. 10.,"우리의 불매는 평생해야하는 실행입니다.
일본은 절대 사과하거나 반성하는 종자들이 아니니,
우리 국민들은 저들이 어떻게 나오든 차분히 힘을 기르며,
끝까지 평생 일본상품 불매는 계속 되어야 합니다."
2020. 1. 10.,유니클로 하루빨리 철수해야한다 미친 인간들 저런것들 때문에 아베가 대한민국 국민들은 냄비같은 건성이라고 하지..ㅊㅊ 한심하네 저런사람들 때문에 나라망신 다 시키잖아
2020. 1. 10.,"이 와중에 비행기값 저렴하다고 일본여행가고 유니클로 아직도 세일한다고 가고 케이블tv에서 대놓고 롯x, 농x 가고 쓰고 아직도 다이땡 가는 인간들 자존심도 없는 친일파들"
2020. 1. 10.,난 옷 디자인도많이보는데 유니클로 디자인 진쟈 최악인데 할배들입는옷같음 난 단한번도산적없지만 디자인이 진심 내스탈이 아니라서 저걸사는사람들이 이해가안갔다.. 웩
2020. 1. 10.,매국이라기보다  거지죠 ..
2020. 1. 10.,방사능국에는 유니클로는 x레기로 취급받고 있는데. 이런것을 왜 사? 자존심도 없는 시키들.
2020. 1. 10.,토착왜구들이 아직 한국에서 설치는 군
2020. 1. 10.,그럼에도 뒷구녕으로 숨어사는 한국인 많다는 기사를 보면 낮뜨거운것 어쩔수 없는것인지 싶소.
2020. 1. 10.,"일제 기업좀 써주세요
계속 알리고 각인해야 함. 
주방세재 참그린 린나이 쿠팡도 지분 절반이 일본거라며?"
2020. 1. 10.,나베같은 종류들이 유클을 이용함.
2020. 1. 10.,왜놈말은 고지곧대로 믿으면  절대 뒤통수 맞게 되어있다.
2020. 1. 10.,응 안사 NO JAPAN
2020. 1. 10.,"가라 제발 징글징글 그동안 얼마나
벌었으면 망하지도않냐"
2020. 1. 10.,빨리 한국에서 철수해라~  언제 부도나냐?
2020. 1. 10.,한국은 냄비이므로  금방 식을 거무니다 !!!  했다가  펄펄 끓는  뚝배기가 되어버린 현상황  ㅋㅋㅋ  빨랑 꺼져라...
2020. 1. 10.,"한국에 옷이없냐?
아베클로 없어도 입고사는데
지장없다."
2020. 1. 10.,"도대체 지금도 유니클로 가는사람 있는거야?...연세 많은분 이해함 정보부족...젊은사람 ""개인적주권???""""개인적 선택자유"" ...그런건 정상국가 정상 업체 해당될듯...내나라 내 선조를 욕보이는 회사 제품구입은 매국노..개념없는놈 년..머리가 악세사리인 골빈 년 놈..그어떤 논리라도 이 사람들을 두둔 할수 없읍니다..이들의 가족중 누군가가 일본인들에게 성적 윤간을 당해 봐야 알듯....생각 합시다...도대체 무슨 생각으로 사는지....일본은 인간이 하지말아야할 최소한의 짓을 한 개 돼지 국가....매로 다스려야 합니다...그것이 사랑의 매라는 것을 스스로 알때까지.....쭉ㄱㄱㄱㄱㄱㄱㄱ 갑니다. 갑시다....불매..."
2020. 1. 10.,조용하게 수작을 부리겠지..올해도 불매 계속되면 심각한 적자가 될텐데.. 괜찮겠니??? 빨리 철수하는게 좋을텐데.. 유니클로에서 수작부리는겁니다.. 신경안써요..한국내 거주하는 일본인이 사는건 막을수 없죠..ㅋ
2020. 1. 10.,불매를 왜 하는지 지금 현재와 미래가 중요하지 왜 자꾸 과거사를 들먹이면서 불매를 하는건지.... 이해를 할수가 없다
2020. 1. 10.,"친구가 유니클로  못샀다고 한탄하기에 된소리하고 야단쳤네요 아직도 내주변에 자각하지 못하는 사람이 있음에 많이 분노했어요 
진짜로 확실하게  몰아내야 합니다
일본산~~~"
2020. 1. 10.,"옷은 재고로 남으면 걸레라고 하죠. 단가가 높은 겨울상품을 못팔아서 한국사업은 적자전환 불가피할겁니다. 한국사업이  본사전체이익의 13%정도 차지했다고 하는 데, 이 이익이 증발하고 거기에 손실까지 떠안아야 하는 상황으로 본다면  심각할 겁니다. 물론 그런다고 당장 유니클로 본사가 망하지는 않겠지만 경영진 입장에서는 미칠 노릇이겠죠."
2020. 1. 10.,그레이트 차이나. 일본놈들 제대로 굽실거리네.
2020. 1. 10.,"유니클로 보다 롯데를 쳐 죽여야 함.

롯데가   이상하게 돈 빨아 가는 것들"
2020. 1. 10.,"롯데와 농심이 있는한
절대로 일본의 전번기업들과 유니클로. 아사히 맥주. 처음처럼소주등은 사라지지 않는다.
롯데와 농심이 앞장서서 일본기업들이 한국에 데려왔다.
이들 일본기업들은 한국점령을 하면서 막대한 외화를 일본으로 가져갔다."
2020. 1. 10.,쓰레기 일본 기업들은 한국에서 퇴축이다 쭈욱 NO JAPAN
2020. 1. 10.,싼맛에 입는다고하면   돈아끼나보네? 하고 봐주겠지만    최근 일베논란이나  거지같은 디자인을 보면   구지입는 사람들 좆만하게볼수밖에없음
2020. 1. 10.,우린  끝까지 불매 할것이야 냄비근성 이라고 우롱을해? 꺼져 개색기들아
2020. 1. 10.,"유니클로 티쪼가리 그깟거 얼마한다고?     진짜배기는 수억 자동차다.  자동차를 제대로 불매해야한다.  일제차 사는사람 제정신이냐!!!  미친것들! 니들보면 앞에서 말은 못하지만 골빈사람같어~
일본이 국가냐~ 한혐에 막말 정치인에 기가 차지도 않는다."
2020. 1. 10.,카드로사도 입고다니질못하기때문에 일본교포나 .일본인 외국인이사는거다.. 가끔데상트 입은것들은봣지만 유니크로입은것들은 안보이던대 ㅋ
2020. 1. 10.,한국보수들  말로는  이스라엘 부러워하면서    행동은  반대로 한다  이스라엘이었으면 이상황에서 일본기업들   스스로  철수하게끔  불매운동을  한국보다  더독하게 합니다  지들  편한것만   하려는  양아치근성종자들....한국보수들
2020. 1. 10.,"유니클롤 떼쌍트  동아으츠카 르뗏  ㅋ  오타치기힘드네  애들꺼 안신고 안입고 안마셔
근데 일본차타는 인간들 좀  반성해라  니들이산 차는  탱크와 전차가되어  다시  이땅을  유린할것이다"
2020. 1. 10.,불매운동 시작한 지 한 달 지났을 때였나.. 일본에서 장사하는 어떤 한국인이 한국에서 유니클로 불매 운동하는 거 보고 블로그에다가 아무 의미없다면서 한국 시장은 유니클로 전체 매출에서 차지하는 비중이 얼마 안 된다는 둥.. 유니클로 회장이 아베랑 사이가 안좋다는 둥.. 전체주의마냥 할 짓이냐는 둥 이럴 때 일수록 싸게 사라는 둥.. 유니클로에 납품하는 한국 기업이 있는데 이게 정말 한국을 위한 거냐는 둥.. 유니클로에 납품하는 한국업체랑 유니클로에서 일하는 한국 사람들은 어떡하냐는 둥.. 근거없이 비방하는 댓글은 상대안하고 지울꺼라는 둥... 뭐라뭐라 지껄여 놨길래.. 한 시간 동안 댓글써서 엄청 길게 조목조목 반박했더니.... 며칠 지나고 나서 보니 전체 비공개 처리했던데... 
2020. 1. 10.,"아직도 #일본제품 구매하는 🐕🐶호구들
정신병자들이 있겠지만 한국안에 잇는
#일본기업 들과  #일본 과 협업하는 친일
한국기업 모두 퇴출될까지 전국민"
2020. 1. 10.,"유니클로 좀 입지마

후줄근한 옷 입고"
2020. 1. 10.,친일파는 일본으로 지한파는 한국으로 맞트레이드 않돼나?
2020. 1. 10.,유니클로 에서 일하시는 한국 분들 죄송한데...다른 일자리 바꾸면 안될까요???? 도대체 무슨 생각이신지.....
2020. 1. 10.,"일본은  전자제품  삼성 불매  자동차 현대차  계속불매하는데  삼성 현대 제품이  아무리
발가락으로  만들었나고 해도  매출이 그렇게
나올수없지 중국제품도 사용하면서 품질따지는
구라는 그만처라 아직까지도  다른제품도있는데"
2020. 1. 10.,"자존심도  없나요  일본사람들  한테  모욕적인  말을  듣고도  앱  으로라도  그옷을  사서  입고 싶으세요  무시받고  천대받는것이  좋으세요그럼  당연히  욕먹어야  하는  거구요
제발  자존감좀  지키세요"
2020. 1. 10.,매국노들이 많네. 아직도 사는 인간들은 씨바견
2020. 1. 10.,"유니클로 계속가면 롯데도 위험하다. 대한민국 국민들 이제 다 아는 이야기가 되고 있다. 
계속 말하지만 롯데는 일본 것과 대한민국 것을 구분해야 할 듯하다. 일본 것은 일본으로 돌려보내야할 것 같다."
2020. 1. 10.,절대로 일본은 반성이나 후회안한다 하는척을하더라도 투트랙으로 뒤에서 전쟁 일으키거나 이번과같이 또 경제재제할꺼임 그러니 절대 믿거나 다시 놀러가지마라 방사능 농수산물만 팔아먹으려는 일본것들
2020. 1. 10.,"작가님  작가님
일본에서 음식  농수산물 이
후쿠시마산  알려주고  파나요"
2020. 1. 10.,그럼 그렇지 ㅋㅋㅋ 의류사업이란게 10%에도 죽네사네 할 정도로 인데..정치뿐 아니라 니네 자체가 잘못해서다 바보들.
2020. 1. 10.,"세상어디에든 꼭잇다
나라가 어려울때나  전쟁으로 정복당할때
나라등지고 매국노 하는 배신자들은 꼭 잇다
소련이 유태인들을 수용소에서 잔혹한 만행을 저지를때 그일을 한사람들이 유태인들이 었다한다"
2020. 1. 10.,일본아베는 황금알을낳는 한국이라는 닭의 목을졸라 죽이려한다
2020. 1. 10.,일제차 신고 하자
2020. 1. 10.,솔직히 유니클로 왜 입는거지?ㅋㅋ 일본꺼를 떠나서 그냥 싸구려에 디자인도 별론데 더 이쁜 거 놔두고 굳이?
2020. 1. 10.,바퀴벌레보다 못한 인간들은 항상 지긋지긋하게 살아서 같은 민족의 등에 빨대를 꼽고 호의호식 하면서 살아가지.. 이런 순간에도 더러운 이득은 다 받아 처먹고 조상들과 국민들이 피땀 흘려 이룩해둔 혜택은 당연하게 받겠지.
2020. 1. 10.,"나는 살면서 유니클로 매장을 가본적이  없다.
이번 일본 한국경제 침략으로 유니클로라는 것이 대한민국에 있다는것을 알았다.
일본은 자신의 부끄러운 역사가 있기에 일본 기업임을 숨기고 영업한다.
12월 31일 속초에 갔다."
2020. 1. 10.,"토왜 자일틀미우공산화 좃쭝똥과그무리들 일본베스트 일베 뉴롸잇 쥐닥사모 🐭 🐔 후꾸시마도 보내고, 호르무즈도 보내자 !! 🤢 🤮 🤢 🤮"
2020. 1. 10.,"유니클로매장 앞에 줄이 길게 서있다고 씨부리는 일뽕들 다 죽어라. 제발, 일베, 디씨, 루리웹 어디서든 일뽕들이 꺼져주길 바래. 아닌 게 아니라, 저것들이 너무 민폐를 끼쳐서, 다른 유저들이 아주 저것들을 싫어함. 일뽕짓도 정도껏 해야지, 누가 진따들 아니랠까봐, 적당히가 없음."
2020. 1. 10.,진심으로 엿 먹일려고? 위안부 할머니들 비웃는 광고 처럼?
2020. 1. 10.,중요한 시장이라면서 광고를 그따위로해? 정말 일본의 가식은 쩐다  그런데 아무리 생각해도 디자인도 없고 가격도 질에비해 싸지도 않고 저기옷을 왜 사입는지 ㅉㅉ
2020. 1. 10.,보따리사서집으로돌아가거라!존나재수없다!
2020. 1. 10.,"경상도년놈들이 정치권에 세뇌되서 , 지들당 지지 안해주면 종북인줄아는것만해도 어처구니가 없는데 , 지들은 대 놓고 친일을 하드만 , 지금 경상도련들은 일본제품 사고 , 여행가서 응원하자는 캠페인까지 벌이는데 30% 밑으로는 안떨어 지고 있슴 여행이든 물건 사는거든 , 암튼 지들 조국이 어딘지 모르는 경상도쌍것들이 세뇌풀리는 날이 안오겟지만 , 국익에 1도 도움 안되는세끼들"
2020. 1. 10.,"갑시다..한국인들
만약 수출규제가 우리나라가 먹혔다면..생각만 해도..아버지세대들..우리자녀.자손들..힘들어 질거 생각하니..모두들 홧팅..저들에게 뼈저리게 느끼게 해주세요"
2020. 1. 10.,"한국 불매 운동 현황이 해외에도 알려지면 유니클로 지명도나 신뢰도도 떨어질텐데 ㅋㅋ
이렇게 하다보면 다른 나라도 홍콩처럼 동참할 날이 분명히 옵니다 유니클로의 이미지가 하락할때마다 한국 패션브랜드의 이미지는 상승합니다
유니클로가 망하지는 않더라도 국내 패션브랜드 들에게 한류에 힘입은 세계에서 브랜드 영향력을 올릴수 있게 도와 주고 싶네요"
2020. 1. 10.,유니클로 도와주고있는분들은 지금 일본불매의 의미를전혀모르고 신경쓰지않는 그저 일본문화를좋아하는 분들과 일제강정기때부터 매국노였던 후손들일것입니다  저도 일본문화좋아하고 일본국민들과 친구하고싶으사람중의한사람 입니다만 그보다더중요한건 일본아베총리의 역사왜곡에 진심어린사과는없고 그저 자기권력을지키기위해 가짜뉴스로 일본국민들을정치엔관심없는바보로만들고 이웃국가인한국에 경제보복하고 극우들을자극 혐한을유도해 권력을유지하기워해 표심을지키려만하고있기때문입니다
2020. 1. 10.,"일본차 타는 매국노!   개인의 자유라고 뻔뻔스럽게 말하는 친일파 토착왜구!!!   부끄러운 줄 알아라!!     일본불매는 영원히 해야한다.     일본은, 해방이후부터 지금까지 한국을 불매해왔다.   일본은  한국차를 14대 샀다!   삼성핸드폰을 사지도 않는다.  한국 산업제품의 불매를 정부계획적으로 계속해오면서, 한국무역시장에 흑자만 엄청나게 해오면서 빨대를 꼽고 있었다.  현실을 직시하자!!!"
2020. 1. 10.,광고를 내거라.. 회장이 나와서 대가리를 박어 그리고 이렇게 말하는 거야... 저번에 이상한 광고를 한건 정말 어리석었었다 진심으로 잘못했다 다시 유니클로를 사달라 라고 얘기해  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그럼 생각은 해봐 줄께 ㅋㅋㅋ
2020. 1. 10.,"일본불매가 아니더라도, 일본같은 기업은 한국에 뿌리를 내리지 못한다. 중국인은 전세계 상권을 쥐고 있지만, 유일하게 한국에서는 실패했다..."
2020. 1. 10.,아직도.유니클로랑 ABC같은데서.옷이랑.신발을사는.한국인들이많았요.한국인.여러분매국노짓을그만합시다.한국에는아직도.매국노종자들이많으덴.이제는그만보탭십다
2020. 1. 10.,"..니들이  믿는 구석이 있긴 하지...때구 일베충들...일베충들 덕분에  국민이 모두 알아버렸어...국내 토착왜구 친일 잔재들이  여전히 있다는 걸....답이 다 나왔다...유니클로는 일베충 유니폼...왜제불매는  이제  일상생활이다...눈앞에 보이는 왜제  유통 루트들부터... CJ ,  롯데,  세분 일레분 - 711,  ABC - mart,  미니 스탑 - Mini stop,  데쌍뜨 - Descente, 유니클로 - UniQlo....저 거만한 왜넘종족에게 우리가 더 이상  하대받을 존재가 될 순 없다..."
2020. 1. 10.,"마지막 한 점포까지 꺼지는걸 보고싶습니다. 한국말 못하는 사장놈이 한국기업이라고 손바닥으로 하늘을 가리며 아사다마오 가슴팍에 LOTTE박아논걸 보면서 분노가 치밀었는데,롯데에서 유니클로 사라지는 꼴도 꼭 보고 싶습니다 롯데가 꺼지는건 한참이나 걸릴테니- 유니클로라도! 좋지도 않은 물건 사러가는건 자유지만 당당한척,합리화는 하지맙시다. 매국은 부끄러운거 맞잖아요-"
2020. 1. 10.,日本人は韓国人を少しのお金を与えると国を売るやつしかいないと言ってる
2020. 1. 10.,"일본 아베정권에서,   문재인 대통령과 조국장관을 비판하고,   나경원을 완전 띄워주는 1시간짜리 특집방송을 해대고 있어요!!   나베가  한국의 정의로운, 친일 정치인이라고 하네요.   일본 아베정권에게 유일하게 인정받은?  한국의 자한당과 나경원!~~ 그 깊은 친일세력의 뿌리!! 는 정치, 학계, 문화, 기업, 저명인사에 깊이 스며들어 있습니다.  

4월 총선은  ,, 더불어민주당과 자한당이 싸우는게 아니라,  한일전입니다.  ㅡ총선 한일전에 반드시 승리합시다!!!!ㅡ"
2020. 1. 10.,"当然。安い質が良ければ買う人もいるでしょう。
韓国の人々が安定した生活を、望みます。
日本は既に衰退国家になっているのです。韓国を批判する事で様々な国内問題を逸らしてるのが現状です！"
2020. 1. 10.,토착왜구와 자한당들은 유니클로를 자국지업이라고 생각하겠지..  후쿠시마 오염수도 추천한다!~  원 샷~
2020. 1. 10.,몇년이고 계속 되어야 합니다
2020. 1. 10.,안사 패션에 이뿐옷 매장에가봄 더 많으 ㅋㅋㅋㅋ
2020. 1. 10.,"ㅎㅎㅎㅎㅎ 어휴 시원해 
우린 그냥 이대로만 쭈욱 가면됩니다!"
2020. 1. 10.,이 기사를  나는 베스트가 아니다 님이 싫어 하심니다
2020. 1. 10.,🇯🇵🦍🐒일본의 모든상품은절대로 한국에서철수하라
2020. 1. 10.,유니클로보면 젊은사람보다 연세많으신 어르신들이꼭 들어가있으시더라.왜 그러시는지요
2020. 1. 10.,av나 계속 만들어서 수출해
2020. 1. 10.,아직도 가는 사람들이 있는데  거기 들어가있는 사람 보면 쓰레기들 생각하고 있담
2020. 1. 10.,이리될줄 몰랐음?  빠나나 우끼끼ㅋㅋ
2020. 1. 10.,안사 가 가
2020. 1. 10.,아베는 x맨이다
2020. 1. 10.,유니 안간다
2020. 1. 10.,간악한 일본 불매는 영원히
2020. 1. 10.,직격탄을 맞은 자영업자겠지 ㅋㅋㅋ
2020. 1. 10.,철수할때까디한다
2020. 1. 10.,유니클로 갔었는데 싸드라
2020. 1. 10.,일본은 제대로 망해야됨
2020. 1. 10.,"아직도 일본에 한국은 무역흑자국 3위!!! ~~한국차는 14대   샀죠?!   일본정부와 일본인들은 70년간이나~한국을 불매해왔습니다!!!   우리는 아직도 빨대로 피를 빨리고 있어요. 
어서 탈일본 .국산화 서두르고!! 일본불매 절대 잊지마시고.  일본차. 절대 타지마세요!!!  일본여행도 방사능 위험하니 가지마시고.  일본 화장품.일본식품.일본옷. 모두 방사능 나옵니다. "
2020. 1. 10.,"일본은 처음부터 수출 관리에 대해 협의 할 생각은 없다고 말했다.일본이 결정할 일이지 한국에는 관계 없다.""각각의 재량과 책임을 바탕으로 수출 관리를한다 '는 것은 화이트 국 여부는 일본이 결정한다.규칙을 지키고 일본에 우호적 인 나라 만 우대합니다. VIP 대우는 본래 그런 것이다.전략 물자는 자유 무역의 관할에서 제외 드디어 한국도 이해 한 것 같다.수출 관리는 상대국과 협의하여 결정하는 것은 아닙니다.한국도 그렇게하고 있습니다. 구미에서도 동일합니다.바세 나르 협정에 근거한 것입니다.WTO의 안건에는 해당하지 않습니다.겨우 공통 인식을 가질 수있었습니다.주는 것, 박탈, 모두 일본의 자유입니다."
2020. 1. 10.,이거 해봤자 7광구 개발들어가면 두바이 수준으로 성장할  일본.  관심 가져주세요. 7광구관련 박정희 이명박
2020. 1. 10.,"아직 멀었다.
뽕을 뽑아줄테니까 기대하거라."
2020. 1. 10.,불매운동은 계속되어야한다
2020. 1. 10.,아니 그냥 일본산 보면 거르고 시작해 얘들아 이제 일상화 돼야 해
2020. 1. 10.,"가지 않습니다.
사지 않습니다.
유니클로, GU, ABC"
2020. 1. 10.,"일본거  이제는 방사능 무서버  
불매는 계속한다   쭈욱"
2020. 1. 10.,유니클로 끝까지 불매ㅡ
2020. 1. 10.,1:36 어! 불매운동 얼마못간다고 했던 아저씨다 ㅋㅋㅋ
2020. 1. 10.,내인생에 일본맥주는 끊었고 패션고자용 일베클로 다위는 생각도 안 해봤다.
2020. 1. 10.,난 일제 두번 다시 안쓴다
2020. 1. 10.,그거보다 롯데가 숙주인데 ㅋ 이것들 뭐 맨날 한국기업이라고 유투브 중간광고 때림 ㅋ 더 짜증남
2020. 1. 10.,일본 불매운동이 이제 그냥 유니클로 불매운동이 되는 느낌..
2020. 1. 10.,대한민국 국민 화이팅. MBC 화이팅.
2020. 1. 10.,수출하지마 안해도 되는데? 우리도 성공했어~^^
2020. 1. 10.,우리는 일본 폭망 할때까지 불매다
2020. 1. 10.,"안 사~~ 
도교 올림픽 쫄딱 망해라!!"
2020. 1. 10.,2020년도 계속ㅡㅡㅡㅡ완전 철수할때까지 가자ㅡㅡㅡ
2020. 1. 10.,"옷, 자동차 같은 것 보다 음식, 식자재, 화장품 불매는 향후 수백년은 지속해야 한다... 일본여행을 가도 도시락, 물, 라면 싸가지고 다니면서 먹어라...
방사능 처 먹으면 대대손손 죄짓는 것이니, 정 일본 음식 먹으려면 스스로 중성화 수술해라..."
2020. 1. 10.,"아직 엿 많이남았다 한국에 생각보다 엿 많다 아님 쌀떡으로 많든 떡물래,?아베야?"
2020. 1. 10.,불매는 생활화하고 일본처럼  조기 교육시켜야지
2020. 1. 10.,안산다 안간다 일본이 뭐라고 니들은 암것도 아녀
2020. 1. 10.,우리는 끝까지  갑니다
2020. 1. 10.,하...이런 뉴스볼때마다 한국하고 국민들이 좋아질라고 그래 어떻게 ㅜㅜ
2020. 1. 10.,"지금 우리가 몰라서 그렇지 횟집의 고기도 일본산이 많습니다.
부산항으로 횟감 실은차가 엄청 들어온걸로 알고 있습니다."
2020. 1. 10.,저놈들이 잘못판단한건 지들이 점령하고 식민화 했던 나라 중 하나로 판단한건데 오판종 가장 잘못된건 그 민족이 대한민국이라는거지 ㅋㅋㅋㅋㅋㅋㅋ
2020. 1. 10.,유니콜록 사입다간 올겨울 치유될수없는 일본독감 제대로 걸립니다 ❌유니콜록 콜록콜록  💥💥
2020. 1. 10.,"한국사를 공부해보면, 일본이 얼마나 사악한 놈들인지 잘 알게 되지요.."
2020. 1. 10.,유니클로는 불매가 풀려도 이미지 회복 힘든게.. 많은 이유에 한가지라면 일배충들이 공헌이 있음 ㅎㅎ 일배클로..
2020. 1. 10.,"한국에서 수익은 없겠지만
중국에서 수익은 흑자겠지?
일본산 제품 불매운동을 권장하진 않아요.
내가 안사도 살사람들은 많겠죠? "
2020. 1. 10.,아베 파이팅 이렇게만 계속해줘ㅎㅎ
2020. 1. 10.,정이 많은 사람들이 돌아서면 제일 무서움 그걸로 끝이거든
2020. 1. 10.,혐한 소설이나 쓰는 미개한 일본인들이 만든 물건 안쓸래요. 얼마나 모자라면 남의 나라사람들을 혐오한다고 대놓고 책을써서 팔까요. 창피함을 모르는 민족인가보죠.
2020. 1. 10.,일제불매는 생활화  영원히  안녕~
2020. 1. 10.,스타벅스 원두 로스팅을 일본에서 해온다네요. 녹차관련 제품은 전부 일본산. 식민지배를 미화하는 사람이 스벅 높은자리에 있더군요. 여기도 불매추가요.
2020. 1. 10.,"불매운동 딱히 안 하고요.
일본식품이나 제품들이 가격은 비싸고 품질이 안 좋아서 안 써요..ㅠㅠ"
2020. 1. 10.,"불매운동을 통해 그동안 한국에서 땅 짚고, 헤엄치던 일본 기업들을 퇴출시키겠다.
그 시범 케이스가 유니클로가 될 것이다."
2020. 1. 10.,굿 뉴스
2020. 1. 10.,굿뉴스
2020. 1. 10.,"각재다가 국산화나 대체 회사 정할라고 하면 하나씩 규제 푸는거 봐라.
햐~ 하는 짓 보면 아주 기가 막히다."
2020. 1. 10.,"위기를 받아들이지 않고, 한국인들은 냄비근성이라 불매가 얼마  못갈거라 조롱한게 유니클로의 가장큰 실수네요!"
2020. 1. 10.,마봉춘 화이팅 ~♡
2020. 1. 10.,"불매는 계속해야죠
이렇게라도 애국해서
국가에 보탬이 되어야겠습니다"
2020. 1. 10.,"진짜 이해 안 가는 사람들: 사든말든 자기 맘이니깐 할인하면 일본 제품 사는걸로 뭐라하지 마라. 자본주의 사회에서 ㅡㅡ


역사에서 그렇게 살던 부류가 친일파였다."
2020. 1. 10.,지인하고마트갔다 일본간장좋다고하길래 사지마라했더니 죽일듯이흥분하더만.주옥순같은인간많이있습니다
2020. 1. 10.,이젠 일본에사과안하면 우리가 망한다고 지날떨던 왜구들을 때려잡아야할시기다 이왜구들은 우리나라에 최고로 해로운 해충이다
2020. 1. 10.,일제 평생 불매다.
2020. 1. 10.,우리는 냄비근성이 아니라 가마솥 근성인데? ㅋㅋㅋ
2020. 1. 10.,무인양품 장사 잘되더라ㅋㅋㅋㅋㅋ
2020. 1. 10.,"불매 운동은 지지합니다. 단, 만약 주변에 일제를 쓰는 사람이 있다면 설득, 권유를 통해서 태도, 사고를 변환하도록 도와야죠.. 다짜고짜 욕, 비하를 하는 사람들이 너무 많아요"
2020. 1. 10.,"일본이 수출 안하면 우리 기업들 타격 크고
일본은 다른 나라에 소재 수출하면 된다고 했던 애들 
지금 어디서 뭐하고있을까?"
2020. 1. 10.,오래가지 않을 거라고 장작만 지피지 않았어도 이정도 까진 아니겠지
2020. 1. 10.,하남 스타필드 유니클로랑 ABC마켓 사람 바글바글하더구먼
2020. 1. 10.,NO JAPAN 하시는 대한민국 국민분들 자랑스럽습니다!!! NO JAPAN FOREVER~~~!!!
2020. 1. 10.,계속버티시오~~~~🐕아베
2020. 1. 10.,평상시 보이지 않던 유니클로옷들이 호치민캄보디아 재래시장에 유통되기 시작했다
2020. 1. 10.,우리동네 유니클로 주차장은 여전히 풀이던데.. 쯥..
2020. 1. 10.,끝까지 간다..!!!
2020. 1. 10.,"저는 죽을 때까지 No Japan 입니다 
그냥 생활화 되고있네요^^"
2020. 1. 10.,유니클로 제품 사면 일본은 그 돈으로 우익단체 대한민국을 공격하기 위한 돈으로 사용할듯 .독도침공 대한민국 제2합병을 위한 그들만의 전쟁
2020. 1. 10.,일본것들 롯데가 다 가져오지 매출 90퍼가 한국 왕자의 난때 일본기업인거 들통났고 이젠 1200개로 쪼개서 숨기지 현회장아들도 한국말도 못하는 일본인 다른 한국기업이 대신하길
2020. 1. 10.,롯데 농심 안사요
2020. 1. 10.,불매운동은 영원히~~~~
2020. 1. 10.,수출 첫 허가 ㅍㅎㅎㅎ 뒷북 잘친다
2020. 1. 10.,아베도 친문인거같다
2020. 1. 10.,나는 쭉 갑니다  첨엔 애국심에서 출발했는데 이젠 방사능을 관리하는 일본행정부의 무능과 은폐를 보고 무서워서 더 철저히 가려냅니다
2020. 1. 10.,고맙다아베야 너의빅피쳐였구나ㅋㅋㅋ
2020. 1. 10.,"우리나라에서 안 팔려서 전세계적으로 이익 대폭 급감했답니다.
일베클로 꼭 철수시킵시다"
2020. 1. 10.,"불매운동자가 이렇게나 많은데
왜 대체 유니클로와 이자카야는 잘돌아가는걸까 ㅋㅋㅋ 나참 이해를 할수가 없네 이나라"
2020. 1. 10.,근데 일본종특임?  지들이 안좋거나 불리할때 바로 꿇는거 이것이 도게자인겨ㅋㅋ
2020. 1. 10.,쟤들이 사과했더라도 겉으로만 한거지 속은 절대 안변하거든. 사람이 쉽게 변하나? 잘안변하지 우리 주위만 봐도 알수있음
2020. 1. 10.,"우리가 갈께요.

- 일베와 태극기 틀딱 올림-"
2020. 1. 10.,일본 사람들이 정치적 성향이 바뀌지 않는 이상 일본엔 미래가 없다. 일본 국민들은 자신들이 반인륜적세력들에 지배하에 있는지도 모른다.
2020. 1. 10.,불매운동에도 나타나듯 서민들이할수있는 불매는 다 성공적인데....자동차보면 참....역시 한국은 예나 지금이나 사회에서 천대받는 사람들이 나라지키고  많이가진놈들은 언제나 친일.....
2020. 1. 10.,참 의미없다ㅎㅎㅎㅎ언론이 이렇게 본인들 입맛에 맞게만 보도 하냐ㅎㅎ
2020. 1. 10.,데상트도 조심.
