date,comment
2019. 7. 12.,맞는말했구먼 냄비근성 개한민국  헬조선 불매운동? 일본좋다고 쳐가면서
2019. 7. 12.,실제로 별 영향 없으니 그냥 영향없다고 말한거아닐까 ㅋㅋ 불매운동이 애초에 전체적으로 퍼진것도아니고 내가 뭘 쓰든 신경쓰지마랄고 하는 사람이 대다수인것같은데 ㅋㅋㅋㅋ 그리고 다같이 불매운동 한다고해서 일본만 망하나? 한국에서 운영하고 있는 업주들도 망할텐데 ㅋㅋ
2019. 7. 12.,그래 맛좀봐라.한국인의 매운맛
2019. 7. 12.,"일본산 제품에서 방사능 핫티클이 묻어나온다.
먹는것 뿐만 아닌 일본산 옷, 내가 산 연필이나 생필품에서도 계속 뿜는다고 한다.

 http://blog.naver.com/PostView.nhn?blogId=hojene2000&logNo=220931221464 

일본방사능 핫티클이 묻어나와 다른 나라에서는 일본산 공산품을 수입금지 시킨 나라도 여럿 있다"
2019. 7. 12.,"정말 국민성..냄비...=== 맞다. 나같으면 안그러겠는데 처음부터 하지않는다. 비열한 짓이니까..나도 한국인이지만, 참..더러운 국민성이야. 왜 사드사태때는 중공한테 왜 못그랬는데?? 일본보다는 중공이 더 우리의 주적이고 숙적 아닌가?? 북괴와 함께.."
2019. 7. 12.,얘가 맛이갔군대한민국 국민을 잘모르는구만...
2019. 7. 12.,"유니클로는 극우 전범기업' 논란이 계속된 곳이다. 유니클로는 극우기업로써 위안부문제와 소녀상 철거 단체에 지원 하기로 유명하고 한국광고에도' 전범기'를 여러번 등장시켰다. 한번입고 죄다 걸레로 쓴다는 재질감으로 치면 쓰레기중 역대급 일본 방사능원단 쓰레기, 가성비 진짜 최악에다 촌스러움, 일본 방사능원자재 갔다가 만든브랜드, 유니클로는 한국의류시장을 독식하기위해 나온 일본 전범브랜드니 지속적으로 불매 한국에서 퇴출 해야 한다!!"
2019. 7. 12.,냄비근성 버리고 이왕 하는거 이번에는 오래했으면 합니다. 역대 정권마다 한일간의 독도문제나 과거사 문제로 마찰이 일어나면 YS정권  노무현 (2005)정권 때처럼 처음에만 열내다가 한달지나면 조용히 사그라듯이 그러지 말고 제대로 합시다
2019. 7. 12.,유니클로사는애들 돈없는애들이나 입는건데 못사는애들땜에 저런소리들어야하노
2019. 7. 12.,한국인은 이렇다...라는 말은 일본이 만들어낸 가짜 모습이죠. 냄비근성이니 뭐니하는말도 한국인을 비하하기위해 아주오래전부터 일본의언론이 정의내려버린말이죠. 알다시피 한국국민이 한번 빡쳐서 뭉치면 세계어느나라 국민도 못따라옵니다. 이번에 확실히 보여줘야죠.
2019. 7. 12.,한국사람들을 뭘로 보고 불매운동이 오래 못간다 비야냥거려 일본제품 끝까지 사지말고 가지말고  한국에서 퇴출합시다.~~
2019. 7. 12.,이 상황에서도 굳이 가는 빙신들은 노예호구 인증하는거지.
2019. 7. 12.,롯데 이것들 안낀데없이 한국에진출한 일본기업에 다 투자했네ᆢ일본기업의 한국진출 전초기지기업ᆢ시장바닥까지 야금야금 일본기업이 잠식한것도 롯데가 조종하고 있기때문ᆢ롯데와 CJ가 투자한 업체좀 조사해 알여주시길ᆢ
2019. 7. 12.,"문제는 지속성이죠
얘네는 시간좀 지나면
모두잊어버리고 불매운동도
사그라들거라보는건데"
2019. 7. 12.,"[ 일본 여행을 자제하셔야 합니다.]
후쿠시마현 쌀은 원전사고 이전
(2011년)보다 더 많이 일본내 식품에 사용되고 있음
2011년 65% -> 2017년 80% -> 2019 (정책추진으로 인한 추측치 90~95%업무용이란 가정에서 사먹는 쌀이 아니라,"
2019. 7. 12.,"일본이 우리나라를  얼마나 깔보고 얕잡아보는지 좀 압시다 ! !!
이러는데도 일본 여행가는 사람들과 또 그제품 사는 사람들은  도대체 어떤사람들인지 정말!
자존심도 없고 배알도 없는사람들같아요ㆍ
여행은 취소가 많이 되었지만 제품들은 아직도 많이들 사는듯 ᆢ ㅠ"
2019. 7. 12.,멀 힘들게 불매운동을 해?  간단하게 정부서 퇴출 시키면 될껄. 사업자 취소 시키면 되것네
2019. 7. 12.,제는 일본극우혐한주의자입니다 거기다가 찬조까지많이하지요  절대로 한국서 장사망하게해야합니다 유니클로가안되면 이름을다른걸로해서 허가받고 사업을하겠지요 한국에 정말모르는 일본기업이 몇천개가넘습니다 놀랫읍니다
2019. 7. 12.,"ㅋㅋㅋ 뭐 틀린말은 아니지
일본에선 한국산거의 안팔리는데
한국에선 한일문제가 생길때에도
한국인들 열심히 일본놀러가서 겨자쳐먹어도 놀러가고"
2019. 7. 12.,"난 태어나서 유니클로 옷 한 번도 산 적이 없다.
매장에 들어가 본 적은 있는데 디자인 싼티 팍팍 나고 이런 옷을 왜 입냐는 생각이 들었어. 
유니클로가 일본제품인지 최근에 알았고 앞으로도 갈 일은 없을거다. 
우리나라 국민들은 나라가 위기에 쳐했을때마다, 밑뿌리 서민들부터 국가를 위해 똘똘 뭉친"
2019. 7. 12.,오래 안간다 왜냐 한국 대부분 의류유통업체가 쓰레기거든 ㅋㅋㅋ 바가지나 씌우는 국내 브랜드 얼마나 갈때가 없으면 유니클로 가겠냐 서민들은 그나마 싸니깐 가는거
2019. 7. 12.,"뼈속까지 들어간 일본제품은 우리나라에서 생산하는 제조물건들 부품이 일제부품이 많아요  
공사현장에서도 찾아볼수있지요  제품은 한국이지만 원료는 일본이다는  말이 요기서 나오는거죠
그들이 말하는건 뼈속까지들어건 제품이구  우리가가말하는건 일본에서 생산된제품을 말하는거에요
중소기업이 당황하는 이유가 여기에있어요?  왜놈들 쳐죽이고싶지만 여태 모르고쓰고 편하다쓰던게 일본혼이 들어가지않는게 없엉ㅛ"
2019. 7. 12.,도요다 렉서스~~일본 패키지관광이 가장 큰 문제 입니다. 돈좀 있다고 렉서스 끌며 똥폼 잡고 다니는  사람들~~ 뭐가뭔지도 모르고 무작정 일본여행 가는 사람들~~! 가슴에 손을 얹고 반성 하세요.일본은 피를 토하게 만드는 철천지 원수입니다.
2019. 7. 12.,이제 시작이다. 일본여행 안가는게 타격이 굉장히 크다고 하니 절대 안가고 일본맥주 안먹고  일본차 유니클로 무인양품 abc마트 데상트 안사기 합시디
2019. 7. 12.,"원래 이렇게 되면 빡쳐서 유니클로 망해야되는데 존나 안타깝게도 저 말이 맞을 확률이 높은건 사실임.
이번엔 다르다라고 하니까 사실 조금은 기대해보긴하는데 글쎼.... 예전 옥시사건떄 수십명 아기들 피해보고 곧 옥시본사 불도저로 밀어버릴듯이 개지랄떨면서 불매운동하니마니 했엇지만 별 영향없음 ㅋ 이번에는 과연 어떨지 나야 뭐 유니클로 가본적도 없고 별 관심없어서 상관없지만 한번 봐야지 뭐."
2019. 7. 12.,"안타깝게도, 日人들은 한국인 의식구조(근성) 꿰뚤어 보고( 일시적이고, 감정적, 비이성적인인걸)있습니다. 전 <유니클로> 전혀 모르다가 이번에 알게 되엇네요. 해방 이후 한일 무역에서 한국이 단 한번도 흑자 No. 나만 빼고 너네들만 이케하라? 무책임? 이게 문제로다, 라고  한국인(나도 포함) 근성이 아닐까?"
2019. 7. 12.,아직 정신을 못차리고 있네
2019. 7. 12.,"진작 좀 일본기업 물건 쓰지말지들 그랬어. 처음부터 우리 땅에 발도 못 붙이게. 평소엔 유니클로는 물론 맥주, abc마트, 캐논, 니콘, 플스 등 싸고 좋다고 애용했을 것들이.. 정 불매하려거든 호들갑들 떨지 말고 냉정하고 조용하고 독하게 그리고 무엇보다 지속적으로 해라. 엊그제 하나투어 일본여행 하루 예약자만 무려 800명이란다. 이러니 저 놈들이 우릴 우습게 여기는 거야."
2019. 7. 12.,난원래 유니클로 안사는데 일본제품 왜자꾸사냐 벼 ㅇ 쉰들이
2019. 7. 12.,유니 클로가 워낙 큰 의류 업체라 기고 만장한겁니다.. 여기는 여자분들많이 가니까.. 여자분들이 손좀 봐주세요 ㅋㅋㅋ. 나도 한번사본적없음... 굳이 그거 안사도 돼는데 거기서 싸구려 옷을 왜사는지 모르겠음... 돈이 없어서 그런가..  친일기업이 워낙 많으니까 거기 겁줄려고  우리가 대가리 써서 불매운동 적당한선에서 끝내니까.. 유니클로 심심했나보네... 가짜 애국기업들설치는것도 있고... 어차피 불매운동해봐야 기업 경쟁력만 떨어지니까.. 적당선에서 끝내는건데... 유니클로는 바보 인거 같다.. 굳이 그런소리 안해도 될껀데... 냄비라서 불매운동 끝까지 안하는줄 아나보네.. 그개새기가 그개새끼니까.. 적당히 패서 말듣게 할뿐인데.. 쯧쯧..
2019. 7. 12.,무슨 자신감으로 대한민국 국민을 무시하는 발언들을 하는지...이번기회에 우리나라에서 몰아냅시다..
2019. 7. 12.,명동 한복판에 유니클로 매장보고 기절하는 줄 알았음. 거지같은 옷! 미친듯이 사는 한국인들 보면서 머리에 총맞은 줄 알았음. 일본인들도 요즘 유니클로에서 옷 안 삼. 왜냐구 주말마다 세일해서 제값주고 옷사면 미친짓이나 마찬가지니까. 그래서 일본인들도 유니클로는 세일할때만 가서 옷 삼. 제대로 알고 소비하시길. 지오다노..이 브랜드 있나 몰라.차라리 지오다노를 입는다.지오다노가 시대를 잘못 만나 대성하지 못했는 지 모르겠지만 유니클로보다 낫다.
2019. 7. 12.,아직 한국인의 근성을 모르는구나
2019. 7. 12.,저것좀봐라 일본제품사는거 좋다이거야 개인의자유지 근데 저딴소리들으면서 사입고싶냐 왜 스스로 개돼지소릴듣는거냐 물론 이번정부 개같은거 일단 치우고 저딴소리들으면서 사입진말자
2019. 7. 12.,옷도 그지같더만 얼마나 한국인들이 유니클로 빨았으면 저 지랄이냐 나는 살맘 1도안생기던데.
2019. 7. 12.,올바른 정신머리를 갖은 젊은인간들이 있을까?....오죽하면 유니클로 CEO가 저따우 이야기를 할까?..유니클로를 가면 젊은 놈들이다..노친네가 사겠는가?....한심한 놈들 그러고도 친일파를 입에 담는다...정신차리게나 이 얼빠진 젊은 친구들아...나도 가봤지만 입을것 없는 싸구려일 뿐이라네..한국의 천냥하우스 물건...
2019. 7. 12.,문제는 저런 조롱을 받아도 유니클로 매장을 어슬렁 거리는 자존감도 애국심도 없는 띨띨한 토착왜구들이 있다는거~~~ㅋㅋㅋ 저런 토착왜구들이 있으니 왜구들이 조롱하는 거임~~
2019. 7. 12.,그냥 국내에서 유니클로를 없애면 안되나?  패밀리마트없어진것처럼 그냥 없애버리면 될거같은데 .. 쉬운문제는 아니라는거 알지만 유니클로없어진다고 우리나라 망해? 아니잖앜ㅋㅋㅋㅋ 옷가게가 저기밖에 없는것도아니고 옷도 존나 촌스럽구만 ;;일본매장가면 모델사진들도 다 서양인들이던뎈ㅋㅋ 지들이 와꾸랑 몸매가안되는건아나보다싶더라고. 유니클로도 없애고 제일딱인건 우리쪽에서 일본여행전면금지 시키면 그냥 한방일텐데ㅋㅋㅋㅋㅋ 그걸 실행을안하니 아쉬워ㅠㅠ
2019. 7. 12.,"그많큼 일본사람들이 한국사람을  물불안가리고 무분별하게 돈쓰는 한국인이라 가볍게 생각했다는 거군!
하지만 두고 보거라!!"
2019. 7. 12.,"댓글 공유 합니다.
TAEWOOK AHN*
내가 지금 일본여자랑 결혼해서 애낳고 사이타마 아게오시에 사는데,아내가 병원 접수 일하는데 
자기네 병원 선생이 갑상선암이 비약적으로 늘었다고 하더라 고 말해주더라 우리동네 역에 후쿠시마는 여행 팜플렛이 붙여지고 식재료도 유통되고있음."
2019. 7. 12.,"CEO도  독도가  자기땅이라고 우기는 일본인..매체에서  당당하게 오래가지 못한다고 대놓고 무시하는 오만한 태도,엄청난 수익을 가져가면서 감사함이 1%도 없는 족속, 한국을 돈버는 수단으로 여기는 가벼운 족속, 한국의 불굴의  의지를 보여줍시다  한국땅에서 문을 닫는 그날까지,  철수하게 하는 기염을 보여줍시다 화나면 무섭운 민족임을 보여줍시다"
2019. 7. 12.,"우리회사에 극자한당애국보수라고 자칭하는놈은 일본이 화낼까봐 두려워하고 큰일났다고 난리핌
그놈은 데쌍트레깅즈에 유니클로나시에 르꼬끄 티셔츠와바람막이를 매우좋아함
양말도 르꼬끄임"
2019. 7. 12.,일본은 가지말고 사지도 맙시다.유니클로의 저 한국무시발언을 듣고도 옷을 사서 입고 싶나여?목숨걸고 애국하자는 것도 아니고 나부터 실천하면 대한민국국민의 자존심과 의지를 일본에 보여줄수 있습니다.제발 이럴때만이라도 이념  정당을 떠나 그냥 대한민국에 사는 부끄럽지않은 국민이 되주세요.
2019. 7. 12.,저 유니클로 CFO 새끼가 한 망언은 사실 그동안의 한국인은 들어도 싸고 들을 만 한 것이다. 앞으로도 저런 개10망언을 듣기 싫다면 자존심 챙기고 독기도 가지고 정신 똑바로 차리면 된다.
2019. 7. 12.,"정부가 불매운동을 선동한 적 없습니다. 
여당이 그런 운동을 시사한 바도 없습니다.
일부 언론과 야당은(자유한국당, 특히 제1야당은) 대한민국 언론과 정당이 아닌것 같습니다.
알만한 네임드 사회단체가 나선것도 아닙니다."
2019. 7. 12.,"이번에 대한민국인들이 얼마나 끈기있고, 독하고, 단결이 잘되는 민족인지 보따리싸서 갈때까지 불매합시다."
2019. 7. 12.,나는 유니클로 이제 안갈꺼야. 장난같지? 또 갈거같지? 내의라도 하나 살거같지? 음음 아니아니~ 대한민국 기업을 건드린건 일본아 너무너무너무너무너무너무너무너무 잘못한거야. 우리를 호구로 봤지? 우리나라 기업은 우리나라만 깔수있어 더 잘되라는의미로 더 커지라는 의미로~그런데 너희들은 아니지 한국을 졸로보잖아~마구 흔들다가 망하게 하고싶었지? 그래 그럼 그마음 그대로 우리가 너희현실로 가져다줄께
2019. 7. 12.,극단적으로 선택장애들을 위해 유니클로가면 욕해주는 분위기를 만들면 안가겠지..  힘들게 독립운동할때 혀차면서 저래봤자 무슨 의미가 있겠냐하는 친일파같은 넘들처럼..  의미없다는둥 피해없을꺼라는둥..  해보지도 않고 분위기만 망치는 족속들..  토착왜구~
2019. 7. 12.,"이사람들이 불매운동을 안하더라도 일본을 그렇게 부를 추척 시켜주고 있었다니 
독립운동가들이 지하에서 울겠다
타국에서 돌아오지도 못하고 낮선땅에  뭍혀서.. 100년을 기다리고 있는데  프랑스 유대인은  독립운동한 사람들 유해 다찼아 국립묘지에 앉장했다는데 .."
2019. 7. 12.,한국사람들아 니들이 보연준 이미지야 그냥 만원더주고 메이커사
2019. 7. 12.,"일본에서 후쿠시마 농,수산물이 어디에 사용되는지 아십니까?
가정용 농,수산물은 원산지 표시가 잘 지켜지고 있다지만
일본인은 후쿠시마 인근 농수산물 안먹는다고 합니다.
심지어 공짜로 줘도 싫다고 하는 정도 입니다."
2019. 7. 12.,"한국인의 열등한 냄비근성은 전세계인들이 잘 알고, 상업적으로 이용하는게 현실인데,, 뭐가 망언이라는건지 설명좀 해주세요."
2019. 7. 12.,제발 사지좀 마라 이매장 꼴도보기싫다 자존심도없냐 원참
2019. 7. 12.,저딴거좀 입지마라 쓰래기들아
2019. 7. 12.,"일본은 우방과 동맹국에게 돌이킬수없는 짓을 하고 있습니다.
일본은 잃어 버린 30년을 돈을 찍어내면서 버텨왔어요.
이로인한 국가 부채가 엄청나죠.
이는 이웃국가를 괴롭히는 명백한 환율조작국입니다."
2019. 7. 12.,안녕하세요. 한국의 평범한 대학생입니다. 저도 그동안 유니클로 자주 사입었는데요. 이제 안녕입니다.  있는것도 안입습니다. 제 주변 친구 선배들도 앞으로 유니클로 이용안한다고 하네요. 저같은 대학생이 할수있는게 뭐가있겠어요. 공부 열심히하고 당신네 나라들이 파는 제품들 안사겠습니다. 우리 부모님한테 용돈받아 생활하고있는데 저희 아버지가 피땀흘려 번 돈이 일본으로 간다고생각하니까 열불나고 화나서 앞으로 일본제품 불매합니다!!
2019. 7. 12.,"이게 정말 재밌는 사실을 하나 말씀드리자면 일본애들은 예전부터 외산품이 아닌 일본자국제품을 사용해왔기 때문에. 어찌보면 우리나라 기업이
일본가서 완성된 제품을 판매하는 비중자체가 적음. 즉 일본과 우리나라가 불매운동을 vs로 붙었다쳤을때.
일본은 원래가 한국제품을 그리 많이 소비하지 않았었지만 우리나라는 그런거 생각안하고 국내에 여기저기 분포되어있는것들이 소비가 되다가 갑자기 안되어 버리니."
2019. 7. 12.,"개인주의자는 결국 사회주의자에게 탄압받는다. 이기주의자는 사회주의자가 되기 쉽다.개인주의자는 창의와 노련한 투자와 기업가정신으로 이윤 창출 경제 부흥,사회주의자는 무한 복지 경제 파탄 이룩 베네수에라,남유럽 국가 ..같이. 개인주의자는 개인의 한계를 느끼고 종교의 가치를 존중,사회주의자는 전체유물주의에 빠지기 쉽다. 법륜공,위구르,언론 탄압 중공전체일당공산당 독재, 김일성영생교주전체주의 ,주민살육..북괴 이를 추종하는 사회민주 주사파문재인정권 타도하자. 자유민주주의 일본,자유미국 함께 인권 유린 국가 타도하자"
2019. 7. 12.,유니클로 사는사람들 생각이란게있나??유니클로첨한국왔을때 호기심에 한번 사보고 다신쳐다보지도 않음~~왜??이번사태아니어도 옷이 품질이며 디쟌이 우리나라옷보다 훨씬떨어짐~브랜드같지도않은 쓰레기옷을 그럴싸한 해외 브랜드이미지로 씌워서 소비자를 개호구로암~~
2019. 7. 12.,"일본것들의 한결같은 ""한국인들은 호구다""라는 양아치같은 스탠스! 이렇게까지 한국을 개돼지로 봤었다니..이런 발언들 듣고, 유니끌로 입구로 들어서는 사람들은 진짜..머리에 개념 장착들좀 하시길!!
일본여행  폭 반토막 나고, 유니끌로만 영구퇴출 되도, 저 잡것들이 그나마 깨닫는 시늉이라도 하겠죠."
2019. 7. 12.,미친유니클로눈에뵈는게없나?한국을얼마나우습게보길래한국때문에먹고사는주제에조롱을해?이참에아예망하게해야한다방법은쉽다단돈천원이라고해도절대사입지말자 후손에게이건잘했다물려주자
2019. 7. 12.,🖐🖐일본 불매운동은 한국이 현제 일본에 경제보복을 당했다고해서 우리가 해야된다라는 인식을 가지지 마시길바랍니다 한일간 심각한 무역적자를 줄이기 위해서라도 국민스스로 꼭 해야될 일입니다 일본에가면 아시겠지만 한국제품 눈씻고 찾아봐도 구경하기힘듭니다 아예 가져다 놓지를 않습니다 그에반해 한국은 일본제품이 너무 많고 넘쳐나죠  일본사람들은 한국제품이라면 기본적으로 좋아도 보이콧을하는 그런 야비한 국민성을 가지고있습니다 이건 우익좌익 할것없이 다 마찬가지입니다 그냥 생활화돼있습니다 한국산이라면 걸러야된다라는 인식이 일본인들 머리속에 기본적으로 박혀있습니다..일본여행.. 우리가 3배나 더많이갑니다 일본차.. 우리는 분기별로 몇만대나 팔아줍니다  일본에서 한국차 1년에 고작 4대 팔립니다 저런 수치들을 보면 일본이 한국을 충분히 우습게 볼만도 합니다  호구도 이런 호구가 있을까요? 일본과 첫 교류맺은 시점부터 현시점까지 한일무역적자액이 약 1000조가까이 된다는거 아시나요?  한국사람들이 일본여행가고 일본제품을 사줘도 돌아오는건 경제보복 입니다 더이상 일본에 호구취급당하지맙시다 일본은 한국을 이웃으로 생각하지않습니다 그들에게 한국은 호구이며 물주이자 일본에 위기가 찾아올때마다 침략해야할 적국입니다 !
2019. 7. 12.,특히 일본제품을 즐겨사는 여자들의   정신적 질병이 문제지ㅡ역사 공부를 한적도 없기에 자식들에게 애국 공부 시킬 능력이 거의 없는 매국노들을 지지하는 교육을 시키지ㅡ이런것들이 페미니즘을 외치지
2019. 7. 12.,"가장 절실한 문제는 국민들이 일본기업의 제품이 무엇인지 알 필요성이 있다는것입니다. 저도 유니클로 ,린나이가 일본꺼인지 어제 알았네요. 많은분들이 일본기업이 무엇인지 온국민에게 알려주세요.  여태까지 몰랐던 사람이 더많아 불매운동이 재대로 되지않아서인데  일본이 기가 살았던거군요.  광고좀 해주세요.  나이드신분도 알아차리게‥ 일본제품,일본기업"
2019. 7. 12.,"일본기업은 정말 악덕기업입니다..
한국이 싫으면 한국시장에 진출을 하지 말아야지
남의 나라에서 돈을 벌어가고 싶고 한국이 잘되는 꼴은 못보겠고 이런 악질 심보로 남의 나라에 들어오다니요
처음에는 한국거래처랑 거래하다가 한국 시장이 안정되니까 거래 다끊었다네요"
2019. 7. 12.,"그래 영향없겠지 여긴 일뽕나란데.. 지금 일본에서도 다 알아요 여기 일뽕나란거.. 어 그래. 사지마 오지마 타지마 니들 그러면서 어차피 일제라만 침 질질 흘리는거 다 알고있어요 어디 마음대로 해봐. 이러고있어요.. 그리고 지금 한국뉴스에서도 불매해봐야 소용없다고 그 펙트체크까지 하는 판국인데. 무슨 말로만 독도는우리땅 그 악행 만행에 대해 반성하라 사죄하라 그리고 조작왜곡 그짓말을 멈줘라 이러면서 욕은하면서 ""아 근데 난몰라 좀 귀찮아 그리고 지금 일본이 잘못한건 아니잖아 "" 이러면서 타고다니고 여행가고 사먹고 지금 난리도 아니에요.. 지금은 그 방사능도 돈주고 사먹는 시대에요.. 아주 대단한 나라에요. 이러니 일본놈들도 한국인인척하면서 지금 별짓을 다해요. 그럼 거기 또 같이 섞여가지고 한국까고 국뽕 어쩌구. 그럼 뭐 어쩌라고.. 한국인은 다 죽으라고 조선인아웃 이러면서 그거 똑같이할까"
2019. 7. 12.,"지금은 일본과 아주 심각한 전쟁중입니다.

국운이 달려있는 아주 위중한 시기에 "
2019. 7. 12.,본 때를 보여줘야지.
2019. 7. 12.,중국정도는 되야 타격이있지 한국에서 불매한다고 글쎄?ㅎㅎㅎㅎㅋㅋㅋ
2019. 7. 12.,그래 유니클로 알았어. 우선 집에 있는거 종량제봉투로.........
2019. 7. 12.,"일본의 우리나라 무역제재의 이유 1.일본 참의원 선거전에 이용-우리나라가 샌드백이 아니고 필요할때 때리는 버릇 고쳐줘야 한다. 2.우리나라 정부가 일본 마음대로 움직이지 않으니 경제를 어렵게 해서 지지율을 떨어뜨리고 내년 총선에서 일본에게 협조하는 정치세력 지원 3.5년전만 해도 아시아에서는 no.1였는데 중국에 밀리고 이제 한국에도 밀리게 되니 한국의 미래 산업을 집중해서 더 이상 경제성장을 막으려고 한다.....일본과 무역으로 1.한번도 일본 무역하면서 흑자를 보지 못하고 누적 700조원 무역적자 발생 2.작년 일본관광 3000만명중 우리나라 관광객 750만명(2위, 1위 중국 850만명)로 6조원을 소비하고 왔다. 3.일본 국가부채는 1경5000조원으로 무역과 관광 흑자를 통해 버티는 구조이다. 우리는 일본여행과 일본 수입품 및 일본합작회사 제품 불매운동으로 일본기업을 위협해서 내부적으로 아베를 비판하게 되고 지지율을 떨어뜨리는 순환구조로 일본을 압박할수 있다"
2019. 7. 12.,"지금 일본은 한국의 경제를 휘둘러 문재인 정권 교체 까지 노리고있습니다.    일본에게있어  정치 잘하고있는 문재인 대통령을 가만두어선 안돼니깐요.    이명박/박근혜 친일을 안혀놔야 한국 기강이흔들리고 경제도 일본에게 유리하니 끊임없이 일본 우익들이 가짜뉴스 .가짜유투버들/ 댓글활동하며  문재인정부를 비판하며 박근혜가 나았다라며 찬양하고있습니다.    현재 우리나라정부는 국민의 힘으로 만들었으며 세계에서도 인정받으시는 실력있는 분이십니다.  국제무대에서도 토론/외교 잘하시는 문재인대통령님,강경화장관님,  FTA맨 김현종 본부장님  정말 자랑스럽습니다. 이렇게 많은 적패들이있는걸 다아셨잖아요.    "
2019. 7. 12.,"이정도로한국에국민성을웃기게보는거지.
아무것도할줄모르는,니네들이,뭘하겠니?해도며칠이나가겠니?니들은우리제품에푹빠져서헤어나올수가없지롱,비웃네!!!
우리국민성이,일본한테는
아무것도아닌돈벌이수단에놀아난것뿐이네."
2019. 7. 12.,"난 일제 유니클로 사본적이 없어요.
데쌍트나 로코크 아님 안 사요"
2019. 7. 12.,"그런데도 꼭 가는 인간들이 있음,, 뉴스를 안보거나 정신나간 근성머리 가진 이기적인 쓰레기들이 있음,, 아샤히맥주도 사실 맛대가리 없던데 겉먹들어서 처먹는거임,, 된장국물맛나더만.. 아까도 버스타고 오는데 abc먀트 기어들어가는 인간들 많더만,, 아줌마들 유니끌로 많이감 자기 자식들 옷 사준다고,, 시장표 사주긴 싫고,, 그나마 좀 저렴하니까 근데. 요즘 유니끌로 저렴하지도 않음,, 왜가는지 노이해.."
2019. 7. 12.,솔찍히  유니클로가  옷이냐???불매을떠나서라도   안산다  양아치냐??유니클로  입게??
2019. 7. 12.,지성은 씨에프모델인데 계약취소안하나?
2019. 7. 12.,저 대학생인지 뭔지 불매운동하는 사람이 들고 있는 선전물을 잘 보면 대학생 겨레하나라고 써있다. http://news.chosun.com/site/data/html_dir/2018/12/11/2018121102179.html  바로 김정은 관련기사에 나온 그 단체다. 일본을 자극하고 주한 대사관도 공터가 되게 만든 소녀상 행사단체는 민노당출신들이 개입되어 있었다. 일본이 우리가 가만히 있는데 난데없이우리를 괴롭히는 게 아니다. 일본도 참다 참다 대응을 시작한 거다. 여태 주어온 혜택을 없애겠다면서 협상안으로 지금 일본이 요구하는 핵심은 한미일 상호방위와 일본에 대한 비방이 있다면 일본이 6.25에서 도운 점 등도 같이 다루어달라는 것이더라. 현상을 제대로 봐야 한다. 일본과 미국과 관계가 끊어지고 나서 중국과 손잡고 핵 강성대국을 주장하는 북에 흡수되는 일이 일어나면 그 때는 이미 늦다.
2019. 7. 12.,"한국에서의 유니클로 불매운동이 중국, 대만, 홍콩에까지 확산되기를 바란다. 그래야 굴복할 것이다"
2019. 7. 12.,이 제품 사서 몽땅 불 태우자  단 번에  확 달라진다
2019. 7. 12.,한국여성의 性을 약탈한 일제를 타도하자강제징용으로 남자들을 씨 말리려한 일제를 타도하자한국강토에서 자원을 약탈한 아베를 돌로 쳐죽이자.한국의 들에서 약탈해간 쌀과 농작물을 배상하라. 타도 아베한국이 바다에서 약탈해간 수산물을 배상하라...아베 타도하라아베 이넘이 한국을 지금도 약탈하려 한다.대한의 청년들이 일어나라일본을 타도하라...韓國 名山에 쇠막대기를 받은 일본의 잔인성을 타도한다.
2019. 7. 12.,"박영선 의원실이나 박원순 시장실 앞에가서 피켓 시위좀 하지....
지도층이 일본에 집 사고 렉서스나 타고 다니니 말이다."
2019. 7. 12.,"한국은 절대 약한 나라가 아니다.  전세계 그많은 나라에서 비록 분단되어 반쪽이지만, gdp 11위/ 수출 5-7위/수입 11-12위/군사력 7-8위 하는 강대국이다. 통일되기 전에도 이정도국력이 되니까 일본이 두려워 할 만한 나라가 맞다. 절대 만만한 나라가 아니다. 충분히 일본과 싸울수 있는 나라다. 국민들이 뭉쳐서 싸운다면 우리가 주요 수입국이라서 일본과 질수 없는 싸움이다. 사실상 일본도 한국에 많은 의존을 하고 있는 나라이다. 여행/일제 사용만 금지해도일본에 큰 충격을 줄수있다.사실 요즘 개인자유라고 일제 사용하고, 여행가는 놈들 행동은 조선시대와 한국전쟁때 어떻게 행동 했을까 생각하면 뻔하다.총으로만 하는 것이 전쟁이 아니다. 일본이 전쟁 걸어온 상태인데 , 일본편드는 이런놈들 때문에 조선이 일본에 망한것이다. 정부 욕하고, 일본 편드는 놈들... 난 한국인으로 인정하지 않는다. 일본고정간첩이거나 그냥 일본놈들이다."
2019. 7. 12.,그래도 일베들 메갈들은 구매해요
2019. 7. 12.,안타까운건 조롱이 아니라 사실을 말했을 뿐이죠 죽어나는건 중간 한국유통업 자영업자들이고요
2019. 7. 12.,이런 시국에 토착왜구 나베의 유니클로 티셔츠와 쿠마몬 양말... 내 세금이 토착왜구들에게 쓰이고 있다는 것이 개탄스럽다.
2019. 7. 12.,유니클로 매장에서 일하는 한국 직원들 실업자 만드나요
2019. 7. 12.,문재인이 이렇게 나라를 말아먹는구나 자존심을  버리고 협상을 준비 하지 않으면 쭉는건 국민 뿐
2019. 7. 12.,여기서 아무리 멍멍 대도 20대 30대 40대 여성들이 패션계의 주 고객이고 이들이 계속 이용하는 한 불매운동은 불매운동이 아니다. 보통 주중 오후 마트와 백화점 쇼핑몰에 가장 많은 세대가 저 연령대 고객들이야.
